text,human_wrote
"['got', 'back', 'seeing', '.', 'sobbing', 'like', 'fucking', 'baby', '.', 'amazingly', 'beautiful', '!']",1
"['@voipusers', 'Try', 'reminding', 'us', 'wake', ',', 'like', '3', '4', 'hours', '.']",1
"['@theeppilepsyguy', 'torture', 'watching', 'Morning', 'Joe', '.']",1
"['Arc', 'Angel', 'shrine', 'today', '&', 'DOUBT', 'concert', 'w', '/', 'nunu', 'whats', 'wat', 'upppp']",1
"[""I'm"", 'relieved', 'least', 'seen', 'one', 'Fashion', 'Show', 'Phil', 'Fashion', 'Week', ':', '""', '>', 'YEAH', '!', 'YEAH', '!', 'YEAH', '!', '*', 'dancing', '*', 'LOL']",1
"['pore', 'guinea', ""pig's"", 'teeth', 'loose', '!']",1
"['@deannasworld', 'Thanks', 'Follow', 'Friday', 'mention', 'Summer', 'Greetings', 'Beijing', '.']",1
"['shot', 'tonight', '.']",1
"['Heading', 'school']",1
"['borrred', ',', 'wide', 'awake', '..', ',', 'one', 'appears', '..']",1
"['morning', 'everyone', '!', '...', 'looking', 'baby', 'cousin', '2day', ',', 'shes', 'sooo', 'cute', '!', 'lots', 'work', 'xx']",1
"['@xXAnnieAsylumXx', 'Youre', 'nice']",1
"['@Valor95', 'u', 'access', 'login', 'ALF', 'forum', '?', ""can't"", 'login', 'fixed', 'forum', '.', 'someone', 'hacked', 'account', '!', ':']",1
"['@g3mini521', 'awesome', '!', 'Well', ',', 'stay', 'touch', '!', '&', 'bring', 'back', 'T-shirt', '!', '(', 'nah', ',', 'kidding', ')']",1
"['@partywithneha', 'ohh', 'yea', '...', 'Everyone', 'enjoys', 'Voyeurism', '...', 'say', 'simply', 'lying', '...', ';-)', 'u', 'didnt', 'give', 'updates', 'yaar', '...']",1
"['@nia5463', 'Good', 'Morning', '...', '.', 'need', '...', 'much', ',', 'little', 'time', '!', '?']",1
"['Bored', '@school', '...', 'cant', 'w8', '29', 'days', ""i'm"", 'US']",1
"['@criminalrecords', 'in-stores', 'coming', 'site', '?', ""Can't"", 'DM', 'u', '.']",1
"['@threadmaster', 'oooh', 'thankyou', 'following', '...', 'last', 'someone', 'else', 'machine', 'embroidery', 'advertisement']",1
"['Loves', 'Uncle', '@CrownEntLindsey', 'Frankie', ""Get'n"", 'Hotpocket', '!']",1
"['@Paradisacorbasi', 'True', ',', ""I'm"", 'old', '.', ""I'm"", 'middle-aged', '!']",1
"[""'"", 'ankle', 'hurts']",1
"['@', 'inthebattle', 'really', 'cute', '.', 'One', 'favorites', '.']",1
"['miss', 'boy']",1
"['Bought', 'something', 'online', 'n', 'paid', 'via', '2Checkout.com', '.', 'wait', 'verify', 'credit', 'card', ""can't"", 'download', '!', ""I'm"", 'IMPATIENT', '!']",1
"['@michaelmuhney', ':', 'looking', 'also', 'iPhone', '.']",1
"['@KingdomGuard', 'Twitters', 'f', '*', ',', 'FORGOT', 'asked', '...', '""', 'L', '""']",1
"['Settled', 'GP', '...', '3', 'hour', 'run', 'follow', '...', 'means', 'eat', 'loads', 'porridge', 'Guiness', 'Marmite', 'toast', '.']",1
"['Getting', 'braids', 'taking', 'out.Bye', 'bye', 'braids']",1
"['OHHHHH', ',', ""THATTTTT's"", 'project', 'natal', '...', 'pretty', 'dope', '.']",1
"[""can't"", 'sleep', '...', 'work', 'going', 'awful', 'tomorrow']",1
"['@xxmisserinxx', 'IM', '!']",1
"['Jojo', 'pan', 'mee', '..', 'okla', 'bad', '..', ""i've"", 'great', 'shots', 'clouds', 'sky', 'http://plurk.com/p/ub7l3']",1
"['@Korosan', 'sure', ',', 'great', ""I'm"", 'moving', 'non', 'officially', '11th', '.']",1
"['@jadysalonga', 'ok', '!', 'start', '6', 'naman', 'IM', 'EXCITED', ""CAN'T"", 'HIDE', '!', ')']",1
"['Kids', 'trapped', 'St', '.', ""Anthony's"", 'school', ';', 'Qaid-e-Azam', 'library', 'feared', 'destroyed', '.', 'Oh', '!', '!', '!', '#Lahore']",1
"['G0oDniGht', 'TwIttEr', 'FaM']",1
"['laughed', 'lot', 'bust', '.', 'much', 'vulgar', 'nonsense', '.']",1
"['stuffed', 'whole', 'lotta', 'Adam', 'Lambert', 'performances', 'iPod', 'Yay', '!', 'Gonna', 'stuff', 'Allison', 'Iraheta', 'ones', ',', 'awesome', '\\', '/']",1
"['wanna', 'work', 'boring', 'morning', 'Carolyn', 'geek', 'think', 'even', ""Kirstie's"", 'vacation', 'still']",1
"['reminded', 'many', 'emotocons', 'use', '.', 'Fuckin', 'smileys', '.', ""I'm"", '12', 'anymore', '.', 'hard', 'text', 'cool', '@', 'end', 'message']",1
"['@zadr', 'thank', '..']",1
"['Midterm', 'exams', 'tomorrow', '.', 'Bless', '!']",1
"['feeling', 'like', 'square', 'peg', 'round', 'hole']",1
"['Looking', 'forward', 'Student', 'Employee', 'awards', 'party', 'today', '!']",1
"['Looks', 'like', 'David', 'Carradine', 'Hung', '...']",1
"['sad', 'hate']",1
"['Whoever', 'said', 'PMS', 'made', 'fool', 'well', ',', 'busy', 'day', 'thats', 'gonna', 'turn', 'busy', 'night', '!', 'feel', 'tired', 'already', '!', 'Lata', '!']",1
"['way', 'pick', 'kim', '...', 'without', 'GPS', '...', 'inb', '4igetlost']",1
"['got', 'back', 'hangin', 'wit', 'haley', 'kayla', '...']",1
"['start', 'kinda', 'sad']",1
"['@XxXLa_MenOrxXx', 'wow', 'sorry', '2', 'hear', ""I'm"", 'werk', 'tambien', '!', 'debatin', 'whether', '2', 'call', 'u', 'last', 'night', 'sayy', 'HII', '!', 'Pero', '!']",1
"['care', ',', ""I'm"", 'helping', ""gf's"", 'dad', 'week', ',', 'tweets', 'minimum', ""i'm"", 'sorry', ',', 'make', 'you.Dinner', '?']",1
"['Feeling', 'sick', ',', 'another', 'sleepless', 'night']",1
"['@AtomicKelli', 'ACK', '!', '.', 'errands', 'kept', 'poppin', 'yesterday', '.', 'called', 'salon', ',', 'never', 'left', 'message', 'tomorrow', '?']",1
"[';)', 'Butterfly', 'Day', '(', 'Jun', '19', ',', '2009', ')', '#Holiday']",1
"[""can't"", 'make', 'study', '?', 'really', 'need', 'make', 'class', ""I'm"", 'motivated', 'study']",1
"['@Meech_74', 'sad', ',', 'true', '!', 'sometimes', 'fight', '.', '#GOMAGIC']",1
"['got', 'back', 'dance', 'studio', '...', 'ahhh', '...', 'im', 'soo', 'tired', '!', '!', '!']",1
"['@Cressboy', 'Flickr', 'Facebook', 'love', 'moment', ',', 'links', 'broken', 'past', 'month', '...']",1
"['another', 'night', 'drinking', ',', 'movies', 'video', 'games', 'anyone', 'bored', '...']",1
"['wanna', 'play', 'guitar', 'strength']",1
"['@Kuamel', 'comeeee', '?', 'DUMBO', '=', 'tres', 'chicccccc', '.']",1
"['travis', 'keller', 'always', 'online', 'never', 'free', 'see', ""what's"", 'crackin', ""'"", 'web', '.', 'http://www.flickr.com/photos/picsupthepick/']",1
"['@ReeMu', 'got', 'mental', 'physical', 'things', '.', 'know', 'start']",1
"['@LoreleiSpencer', 'stand', 'corrected', '!', 'market', 'Firies', '...']",1
"['looking', 'forward', 'gym', 'tonight']",1
"['@birsfelder', 'lovely', '.', 'tom', 'got', 'new', 'pink', 'rucksack', 'trial', 'walk', 'regents', 'park', 'lunch', '.']",1
"['@alicechance', 'http://twitpic.com/61m5p', '-', 'ellen', 'look', 'gorgeous']",1
"['life', '.', 'wish', '@Chantizzlebitch', '!']",1
"['stupid', 'Gealteach', 'kidnapping', 'friends', ':@']",1
"['isnt', 'feeling', 'good', '...', 'chest', 'weezy']",1
"['yay', '!', 'officially', 'booked', 'August', '!', 'South', 'Beach', 'come', 'Miami', 'ready', 'Cubana', 'loca', '!', 'lol', '<3', 'girls', '!']",1
"['@xDKrystal', 'happy', 'birthday', 'btw']",1
"['came', 'sister', ',', 'Whtiney', 'graduation', '.', 'proud', '.', 'going', 'college', '.', 'go', 'girl', '.']",1
"['Writing', 'eating', '.', 'Hmm', '...', 'perhaps', '...', 'could', 'write', 'someone', 'writing', 'someone', 'writing', 'eating', 'eat', '?', 'XD']",1
"['updating', 'mac', 'software', 'updates', 'came', 'friday', 'cinema', 'see', 'terminator', 'anyone', 'seen', '?']",1
"['strange', ',', 'almost', 'mad', 'mode', ',', 'three', 'exams', 'tommorow', '...', 'bad', ',', 'bad', ',', 'bad']",1
"['need', 'workout', 'today', '.', '3', 'days', 'left', 'trip', 'ATL', '!', '!', '!', 'Especially', 'cant', 'wait', 'see', 'love', '@Whoisla']",1
"['@OliviaWilder', 'Oh', 'packed', 'sad', 'afternoon', 'Soccer', 'team', 'support', 'lost', '...', 'sent', 'bed', '...', 'full', 'beans', '...']",1
"['@computer_paul', 'much', 'go', '.', 'Bring', 'records', 'tomorrow', '?', '!']",1
"['english', 'bored', 'death']",1
"['@StephenMulhern', 'FUNNNY']",1
"['almost', 'summer', '!']",1
"['...', 'fever', '...']",1
"['@Irishcreamy', 'WANNA', 'WATCH', 'ANGELS', 'DEMONS', '!']",1
"['Thanks', 'God', 'Friday', '...', 'WEEKEND', 'comin', 'soon', '...']",1
"['@YoungQ', 'awesome', '!', '!', '!', 'please', 'u', 'bring', 'Jordan', 'next', 'time', 'x']",1
['screwed'],1
"['@Dale80', 'allo', 'luv', '...', 'bet', 'u', 'home', 'already', 'day', 'want', 'end', '...', 'arrggghhhhhh', 'Hope', 'u', 'rooibos', 'waiting', '!', '!']",1
"['TryinG', 'somethinG', 'New']",1
"['@mtmol', 'wondering', '...', 'way', 'still', 'twitter', '.']",1
"['way', 'LHR', '.', 'Hope', 'Taipei', 'hot', 'humid', '.', ""Can't"", 'bear', 'leaving', 'wife', 'son', '.', 'poor', 'lad', 'crying', 'like', 'baby']",1
"['latest', 'OHs', 'coming', 'lawrence', 'reminding', 'data', 'recovery', 'operation', 'gone', 'terribly', 'wrong', 'compusa', 'days']",1
"['sleepover', '@karenontimz', '...', 'working', 'hard', 'clothing', 'line', 'im', 'getting', 'pumped', 'meeting', 'disney', 'tmrw', '!']",1
"['cleaning', 'house', 'b4', 'guests', 'arrive', '.', 'No1', 'yet', '.', 'think', ""we'll"", 'play', 'Chicks', 'Dudes', 'game', '2day', 'scrabble', '&', 'SingStar', '.']",1
"['@amberlily', 'Probate', 'SUCKS', '!', '!']",1
"['@Brokentelephone', 'like', 'white', 'sunglasses']",1
"['@portialake', 'OMG', '!', '!', '!', ""that's"", 'terrible', '!']",1
"['@SunnyJRo', '@trickygin', 'see', 'inbox', 'get', 'ready', 'work', '!', ""I'll"", 'read', 'get', '!', '*', 'Grin', '*', 'tell', 'boss', '.']",1
"['tweeted', '...', 'ugh', 'miss', 'kitten', ',', 'sisters', '.', 'POOPIE']",1
"['Arrggghhh', 'scroll', 'ï', '£', '«', 'gw', 'macet', 'http://myloc.me/4Cm5']",1
"['@bigchancetrick', 'drunk', '...', ""that's"", 'envy', '.', 'needs', 'drink', '.', ""I'll"", 'show', 'girl', 'fucked']",1
"['Whoa', '.', 'sad', '.']",1
"['Overcast', 'gloomy', ',', 'opposite', 'mood', '.']",1
"['Fell', 'love', 'Cali', '!', 'Done', 'school', 'August', '...', 'trying', 'start', 'back', 'October', 'FIDM', '.', 'Wish', 'luck', '!']",1
"['u', 'talk', 'phone', 'upside', 'voice', 'DOESNT', 'come', 'upside']",1
"['@MsMarcJacobs', 'check', 'background']",1
"['Feeding', 'time', 'zoo']",1
"['Foreverfriday', 'nudged', 'theyre', 'cool', 'band', ',', 'updated', '.', 'Thats', 'first', 'time', 'ive', 'nudged', '.', 'haha']",1
"['reading', 'Dead', 'Dark', 'Charlaine', 'Harris', '(', 'True', 'Blood', 'books', ')', ',', 'differences', 'eg', '.', 'Tara', 'meaner', 'Vampire', 'Bill', '&', 'less', 'Jason', '=', 'w00', '!']",1
"['sleepy', '..', 'Ive', 'looking', 'Prince', 'since', '8', '..', 'singer', '..', 'wish', 'man', 'wasnt', 'leaving', 'next', 'Saturday', '22', 'days']",1
"['@naticeolin', 'ohh', 'shit', '..', 'hate', 'time', 'differences', '..', 'really', 'wanna', 'talk', '..', 'online', 'msn', '..']",1
"['super', 'late', 'work', 'overslept', 'serious', 'lethargy', '.', ""Would've"", 'slept', 'till', '12', 'loud', 'noises', 'wake']",1
"['Ummmm', '...', 'Farrah', 'Fawcett', 'passed', 'away', '?', 'Wow', 'RIP']",1
"['@RedMummy', '@AnotherJulia', 'http://bit.ly/LAFRJ', 'covers', 'windows', 'mac', 'one', 'page', ',', 'u', 'need', 'give', 'shout', 'Ã', '¼', 'Ã', '¶']",1
"['@Gilamuffin', 'Rough', 'day', 'say', 'least', 'r', 'u', '?', '!']",1
"['sad', 'dream', '.', 'Coke', ""Phoenix's"", '1901', 'makin', ""'"", 'feeling', 'better', '.']",1
"['@nagle', 'Wow', '.', 'started', 'stopped', '.', 'hurts', 'right', '*', '*', '.', 'Glad', 'back', 'though']",1
"['crib', 'go', 'best', '...', 'Less', '48', 'hours', 'till', 'go', 'back', 'kansas']",1
"['@linrose', 'great', 'picture', 'Linda']",1
"['great', 'time', 'seeing', 'son', 'playing', ',', 'drink', 'wine', 'talk', 'husband', 'change', '.', 'knew', 'day', 'would', 'get', 'better', '!']",1
"['watch', 'Friday', '13th', '.', ""I'm"", 'gunna', 'nightmares', 'sooo', 'worth', '!', '!', '!']",1
"['Feeling', 'light', 'headed', 'gross']",1
"['Havent', 'twittered', 'much', 'recently', 'either', '(', '@namesy', ')', 'life', 'much', 'boring', '!']",1
"['really', 'hate', 'revising', 'boring', 'dosnt', 'go', 'ur', 'head']",1
"['bored', 'without', 'trueblood', 'marathon']",1
"['happy', '!', 'June', '3rd', ',', '2009']",1
"['@Hals7747', 'Hey', 'gonna', 'Minnesota', '!', '?', 'missed', 'goodtimes', 'MLTM', '.', 'gotta', 'next', 'time']",1
"['@eviefae', 'WUT', '?', 'Yay', 'okonomiyaki', ',', 'whatever', '.', 'talking', '?']",1
"[""I'm"", 'actually', 'Pittsburgh', 'game', 'NBC', 'let', 'big', 'screen', '.']",1
"['@joshthomas87', 'P', '.', 'got', '3,500', 'th', 'tweet', 'enjoy', 'haha', 'xx']",1
"['ready', 'study', 'Microbiology', '13', 'hrs', '...']",1
"['@Mabetini', '*', 'hugs', '*', 'words', 'sweetie', ',', ""i'm"", 'sorry']",1
"['going', 'work', 'tomorrow', 'get', '6', 'blah', '!']",1
"[""can't"", 'sleep', 'Â', '¡', 'Â', '¡', 'Â', '¡', 'Â', '¡', '.', 'waiting', 'dreams', 'come', 'back', 'soon']",1
"['awake', '.', 'everyone', 'sleeping', 'fair', '.']",1
"[',', 'Twitter', ',', ""I've"", 'decided', 'look', 'like', 'ultimate', '!', 'Tourist', 'take', 'pictures', 'everything', '.', 'people', 'laugh', ',', 'blame']",1
"['Jogging', ',', 'isnt', 'REALLY', 'cool', ',', 'especially', 'got', 'fever']",1
"['#goodsex', ""can't"", 'walk', 'straight', 'bathroom', 'lol']",1
"['@BwaySaint', 'Thank', 'FF', '!']",1
"['Wishing', 'tonight', 'already', '...', 'going', 'fun', 'day']",1
"['homework', 'cause', 'spring', 'break']",1
"['@joeymcintyre', 'come', 'P']",1
"['kinda', 'sleepy', '.', 'really', 'bad', 'dream']",1
"['oh', 'sorry', 'wont', 'till', 'saturday', ',', 'band', 'camp', 'see', 'ya']",1
"['@DarkHaggis', 'rofl', ""i'm"", 'sure', 'come', 'back', 'cutie']",1
"['Argh', '.', 'Still', ""can't"", 'find', 'phone', '.', 'cool', '.']",1
"['@bagwaa', 'yet', 'see']",1
"['@PalominoMorgan', 'Dunno', ';', 'TV', '.', 'Hopefully', 'justin.tv', 'come', 'thru', 'wish', 'could', 'see', 'prerace', 'stuff', '.']",1
"['@mrhankmanthe3rd', 'http://twitpic.com/2yb4q', '-', 'appear', 'facial', 'hair', '.', 'naked', ',', 'LOSER', '!', 'xx']",1
"['whats', 'shaq', 'switching', 'teams', '?', '?', 'cavs', '?', 'denver', '?', 'follow', 'basketball', '!', '!']",1
"['gawdd', 'today', 'seems', 'like', 'neverrr', 'ending', '.', 'miss', 'LA']",1
"['@breagrant', ""that's"", 'happening', 'right', 'perth', 'australia']",1
"['@ammaryasir', ':', 'welcome', 'brotha', '.', 'ameen', 'batting', '.']",1
"['@bestchurchchoir', 'Waiting', '4', 'V', ',', 'Luv', 'Atty', '.', 'Sutton', '&', 'family', ',', 'Solid', 'folk', 'per', 'Roz', ""Turner's"", 'Executive', 'Assistant', '2', 'years', 'ago', 'GREAT', 'TEAM', '!']",1
"['WHOA', '!', 'Twilight', 'board', 'game', '!', 'AAAHAHA']",1
"['@stusi', 'know', 'hey', ',', 'wish', 'lived', 'melbourne', 'money', 'fly', ',']",1
"['watching', 'foxfire', '-', 'shame', 'angelina', ""jolie's""]",1
"['@subVert', 'Yes', '!', 'Road', 'trip', '!', '!']",1
"['@laname', 'ditto', '#asylm', ',', 'haha', '.', ""I'm"", 'good', '-', ""driver's"", 'ed', 'today']",1
"['@viridari', 'used', 'coffee', 'took', 'away', 'us', ',', 'certain', 'departments', 'sneak', 'rules']",1
"['@inti_minty', 'lucky', '.', 'hope', 'travel', 'parts', 'Asia', 'able', '..', 'years', '.']",1
"[""Can't"", 'remember', 'piano', 'keys', 'anymore']",1
"['wanna', 'get', 'bck', 'Jonas', 'Brothers', 'youtube']",1
"['@dhempe', '@dkris', 'sound', 'good', '!']",1
"['@mmmdeeee', 'wahey', '!', '!', '!', 'haha', 'lol', 'cheers', 'MD', '!', ""i'd"", 'love', 'miss', 'twitter', 'lmao']",1
"['@SteveBelt', 'Sorry', 'hear', 'car.being', 'towed', 'away', 'last', 'night', '#ignitephx', '-', 'majorly', 'uncool']",1
"['@RespectMileyC', 'wow', '...', 'yer', 'rich', 'kid', '!']",1
"['feels', 'head', 'ache', '.', 'http://plurk.com/p/x5sc3']",1
"['@lastyearsgirl_', 'Amazing', 'first', 'trip', ',', 'gets', 'even', 'better', 'August', '...']",1
"['Tonight', '...', 'kind', 'lame', '.', 'Damn', 'friends', 'bailing', 'bailing', 'Tomorrow', '/', '/', 'today', '?', '?', 'hopefully', 'mucho', 'better']",1
"['Going', 'hike', 'today', 'Butte', 'Mt', '.', 'Palmer', 'Ak', '.', 'Rosie', ""can't"", 'go', '.']",1
"['@wagglesworth', 'WAKEUP', '!', 'haha', '?', 'http://blip.fm/~3xh9q']",1
"['@ljmunoz', 'probably', 'remember', 'said', 'haha', '.', 'didnt', 'want', 'push', 'doesnt', 'matter', 'watch', 'others', '!']",1
"['@WerewolfLeah', '*', 'text', '*', 'ok', 'u', 'mess', 'day', '...', 'got', 'another', 'date', '2night', ',', ""I'll"", 'happy', 'soon', 'enough', '.']",1
"['@benji_mouse', 'Working', ',', 'wising', 'cycling']",1
"['Omg', 'yoooooooooo', 'gay', 'guy', 'hit', 'work', '.', 'cool', 'man']",1
"['fun', 'last', 'night', 'going', ""nana's"", 'today', '.']",1
"['@SunshineAri', 'hang', 'friends', 'college', ""we're"", 'going', 'main', 'event']",1
"['thinking', 'getting', 'looking', 'eye', 'mirror', 'cause', 'itchy']",1
"['hangover', 'like', 'best', 'movie', 'ever', '!', '!', '!', 'sitting', 'arbys', 'till', '1', 'morning', 'everyone', 'icing', 'cake']",1
"['Back', 'work', ',', 'poor', 'coworkers', 'sick', '!', '!', '!', 'really', 'feel', 'since', 'sick', 'last', 'week']",1
"['SRFF', 'seems']",1
"['@davymac', 'promising', 'nothin', ""'"", '-', 'bet', 'Pre', 'put', 'wind']",1
"['@charp', 'gah', 'everyones', 'getting', 'rain']",1
"['miss', 'Shane']",1
"['@lostinthecolour', 'Aweee', 'sweet', '.', 'wanted', 'go', ',', 'couldnt', 'get']",1
"['@feefaye', 'luckyyyy', '!', 'even', 'know', ""I'm"", 'going', 'anymore']",1
"['Dawn_in_Queens', '@jordanknight', 'wondering', '!', '!', '!', 'look', 'happy', 'meet', 'n', ""'"", 'greet', 'pic', '.']",1
"['@_Enigma__', 'even', 'listen', 'blip', 'sent']",1
"[""where's"", 'summer', 'gone', '?', 'grotty', '.', 'soft', 'play', 'ce', 'matin']",1
"['@brainstormprick', 'yeah', 'man', 'ready', '.', 'Owen', 'smith', ',', 'shit', '.', 'get', 'comp', 'tix', 'friends', 'tho', 'next', 'time']",1
"['doc', 'sending', 'x-ray', 'dodgy', 'feet', ',', 'mentioned', 'surgery', '...', 'ive', 'already', 'heard', 'feet', 'surgery', 'painful', '..']",1
"['going', 'town', 'anna', '..', 'good', 'weather', 'wanna', 'barbeque', '!']",1
"['Pix', ""tonights's"", 'rally', 'sometime', 'tomorrow', '.', 'Laptop', 'office', '.']",1
"['@JustBella', 'Hey', 'beautiful', 'SS', '!', 'Thank', 'love', ',', 'yet', '.', 'Shoulder', 'sore', '2day', '&', 'exhausted', 'content', 'w', '/', 'life', '.', '(', 'v', '.', 'rare', '!', ')', '.', 'Howz', '?']",1
"['BEACH', 'FREEZING', '!', '!', '!', '...', 'food', 'shopping', ',', 'lunch', ',', 'yahtzee', '..', 'usual', 'deal', '.', 'missing', 'plav']",1
"['Eugh', ',', 'boring', '...', 'hardly', 'see', 'tweets', 'since', 'fiddled', '@replies', '#twitterisstoooooooooopid']",1
"['Camp', 'Oo-U-La', 'last', 'day', 'today', 'upside', ',', 'though', ',', 'finally', 'got', 'sunshine', 'last', 'days', '!']",1
"['@jonasbrothers', 'stop', 'make', 'jealous']",1
"['@billbeckett', 'xDD', 'Oh', 'man', ',', 'missed', 'TAI', 'TV', 'much', '!', '!', ""I'm"", 'glad', 'back', 'real', '.', '<3']",1
"['Well', 'sushi', 'date', 'tonight', 'Tyson', '..', 'leave', 'morning', 'Damn', 'inconsistent', 'job', '!']",1
"['huge', 'fan', 'new', 'Family', 'Guy', ',', 'much', 'live', 'tv', '.', 'wish', 'sleep', 'matter', 'could', 'talk', 'long', 'could', 'someone']",1
"['@justine_elise', 'many', ""bart's"", 'know', '?', 'haha', '...', 'talked', 'twitter', '.', 'Yet', 'another', 'vice']",1
"['@jerichoK', 'haha', '3pm', '.', 'good', 'afternoon', '!']",1
['Goodnight'],1
"['@AnnieMeyer', 'im', 'still', '!', '!', '!']",1
"['@Ila77', 'http://twitpic.com/64bp3', '-', 'nice', 'see', 'poster', 'still', 'wonder', 'long', 'took', 'eat', 'tehm', '(', 'ate', '...']",1
"['really', 'bad', 'headache', 'making', 'sick']",1
"['@ronenk', 'love', ',', 'Dim', 'Yonit', '(', '@ImaginaryHer', ')', 'someone', 'else', '..']",1
"['@anthony_Rox', 'awww', 'whats', 'wroung', 'buddikins']",1
"['says', 'Diana', ',', 'wanna', 'burn', 'pics', 'DVD', 'CD', '?', 'http://plurk.com/p/svs4c']",1
"['sadder', 'birthday', '..', 'lost', 'phone']",1
"['@Stephanieee55', 'OMG', ',', 'Since', 'worked', ',', 'try']",1
"['internet', 'shop', '.', ""There's"", 'internet', 'home', '.']",1
"['@jesse_la', 'totally', '!', 'shes', 'older', ',', 'hes', 'still', 'age', '.', 'Real', 'cute']",1
"['fix', ',', '@dahlbyk', '#STLMossCamp']",1
"['@officialTila', 'want', 'hugg']",1
"['@iamdiddy', 'long', 'positivity', 'involves', 'spreading', 'Ciroc']",1
"['pick', 'computer', '.']",1
"['@FLWbooks', 'many', 'thanks', '!', 'list', 'surely', 'help']",1
"['@fabekeily', 'sent', '2', ""DM's"", 'referrals', 'business', 'make', '$', '$', '$', 'thats', '!']",1
"['luckily', ""i'm"", 'going']",1
"['Homework', 'still']",1
"['Wierd', 'croud', 'pita', 'pit', 'lol', '.', 'gonna', 'fun']",1
"['wonders', 'Braves', 'since', 'MLB', 'blocked', 'Peachtree', 'TV', 'broadcasting', 'game', '.', 'Dammit', '!', '!']",1
"['@cherylann56', 'Thanks', 'love']",1
"['slept', 'since', 'like', 'forever', 'okay', ',', ""I'll"", 'nap', 'blazing', 'sun', 'soon', 'enough']",1
"['yummy', 'food', 'far', 'east', 'plaza', 'woo', '.', 'Ready', 'next', 'round', 'shopping', 'spree']",1
"['Party', 'night', 'end', ""I'm"", 'ready', 'keep', 'going', 'home', 'time', '!']",1
"['@Britty0314', 'im', 'sorry', 'well', 'next', 'one', '?']",1
"['@1root', 'oh', 'yeees', '!', 'like', 'Terminator', '!']",1
"['Congrats', 'everyone', 'Gold', 'Coast', '100km', '-', 'especially', 'Terry', 'Bell', '7:42', '?', ',', 'Jackie', 'Fairweather', '7:48', '?', 'RD', 'Peter', 'Hall']",1
"['Later', '!', 'Needs', 'go', 'lunch']",1
"['@DaRealSebastian', 'mom', 'told', 'shut', 'thanked', 'conceiving', 'birthday', '82']",1
"['@mizzlalabaybii', 'awwwwww', 'lol', '!', '!', '!', 'Well', 'u', 'kno', 'ima', 'wit', 'yall', 'dis', 'week', 'wit', '@kwietstormworld', 'since', 'da', 'money', 'go', 'town']",1
"['paper', 'cut', 'thumb', '=', 'oww', '..', 'nvr', 'noticed', 'much', 'use', 'thumb', '!']",1
"['trying', 'make', 'new', 'layout', 'fs', '...', 'hm', 'put', '?']",1
"['@Eri8321317', 'Yeah', 'definitly', 'go', 'wit', 'dark', 'grey', 'cause', 'wit', 'ur', 'amazin', 'blu', 'eyes', 'would', 'go', 'better', 'black', 'nd', 'yes', 'u', 'really', 'good', 'makeup']",1
"['got', 'back', ""Jojo's"", 'school', ',', 'helped', 'set-up', 'graduation', 'tomorrow', '.', ""I'm"", 'going', 'cry', '!', '!', '!', ""baby's"", 'going', 'growing', 'fast']",1
"['@srptchkd', 'hey', 'steph', 'texted', 'morning', 'said', 'would', 'picking', 'around', '4']",1
"['Geography', 'German', 'exams', 'today', 'Im', 'going', 'fail', 'Geography', 'xxx']",1
"['Morning', 'fully', 'free', 'exams', ',', 'soooo', 'happy', '.', 'However', 'still', '2', 'weeks', 'school', 'left', 'going', '...', 'co', '...']",1
"['Got', 'Maya', '3DMax', '.', 'wanted', 'know', 'like', '...', ""I'll"", 'play', 'around']",1
"['OMG', 'amazing', 'perfect', 'except', '...', 'girlfriend']",1
"['@tuskbear', 'insane', '!', ""Here's"", 'link', '!', 'download', 'First', 'post', 'thread', 'Link', 'next', 'tweet', '!']",1
"['feel', 'lonely', '...', 'many', 'followers', 'buts', 'good', '!', 'lol']",1
"['Thanks', ""who've"", 'recommended', 'someone', 'Follow', '.', 'get', 'chance', ""I'll"", 'send', '#followfriday', 'love', 'way', '...']",1
"['@crystalchain', 'Awww', '.', 'least', 'userpic', 'showin', '.', 'XD', 'like', '.']",1
"['@TiwuRayie', 'geez', '!', 'one', 'time', 'row', '..', 'patience', '!', 'good', 'things', 'comes', 'patience', '.', 'lol', '.', 'wish', 'could', 'sleepover', '..']",1
"['@wafflesgirls', 'awww', ""that's"", 'another', 'good', 'movie']",1
"['morning', 'dear', 'twitter', '?', 'xx']",1
"['Ive', 'done', ""'"", 'Taste', 'Test', ""'"", 'see', 'taste', '(', 'dont', 'know', ')', ',', 'come', 'bitter', ':O:']",1
"['says', 'sad', '.', 'rangking', 'gue', 'turun', 'http://plurk.com/p/11sig5']",1
"['@LusciousBBW', 'HATE', 'SHIT', 'happens', 'damn', 'wake', 'calls', '.']",1
"['trying', 'figure', 'woke', '4', '.', '.', 'morning', 'able', 'fall', 'back', 'asleep', '!']",1
"['using', 'tweetie', 'mac']",1
"['~', 'True', 'individual', 'freedom', 'cannot', 'exist', 'without', 'economic', 'security', 'independence', 'www.BbgRealHealthAndWealth.com']",1
"['@tiaws', '@blockhead4eva', 'ok', 'girls', 'problem', 'must', 'come']",1
"['quiet', 'today', 'feeling', 'ROUGH', '!']",1
"['Finally', 'got', 'BlackBerry', '2', 'stop', 'freezing', '!', '(', 'Knock', 'wood', ')', 'aggravating', '...', 'headed', 'get', 'dessert', 'w', '/', 'mom']",1
